"SUID","ActivitySummary128Min","ActivitySummary16Min","ActivitySummary2Min","ActivitySummary32Min","ActivitySummary4Min","ActivitySummary64Min","ActivitySummary8Min","FirstActive","Gene","HeatMapBg1","HeatMapBg2","HeatMapBg3","HeatMapBg4","HeatMapBg5","HeatMapBg6","InsigPeptide10Log2FC","InsigPeptide1Log2FC","InsigPeptide2Log2FC","InsigPeptide3Log2FC","InsigPeptide4Log2FC","InsigPeptide5Log2FC","InsigPeptide6Log2FC","InsigPeptide7Log2FC","InsigPeptide8Log2FC","InsigPeptide9Log2FC","name","NodeType","Protein","ReferenceEGFR","selected","shared name","SigPeptide1Log2FC","SigPeptide2Log2FC","SigPeptide3Log2FC","SigPeptide4Log2FC","SigPeptide5Log2FC","SigPeptide6Log2FC"
"260",,,,,,,,"2","TENC1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.474981|-0.584268|-0.44736|-0.519301|-0.554651|-0.102232|0.293094",,,,,,,,,"TENC1_HUMAN","InsigPrize","Tensin-like C1 domain-containing phosphatase (EC 3.1.3.-) (C1 domain-containing phosphatase and tensin homolog) (C1-TEN) (Tensin-2)","false","false","TENC1_HUMAN",,,,,,
"261","0","1","1","0","0","-1","1","2","STAT5A","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"STA5A_HUMAN","SigPrize","Signal transducer and activator of transcription 5A","true","false","STA5A_HUMAN","0.0|1.450991|1.412369|2.338128|2.483256|1.892251|1.040956|0.340594",,,,,
"262","0","0","1","0","0","0","0","2","MAP4K5","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"M4K5_HUMAN","SigPrize","Mitogen-activated protein kinase kinase kinase kinase 5 (EC 2.7.11.1) (Kinase homologous to SPS1/STE20) (KHS) (MAPK/ERK kinase kinase kinase 5) (MEK kinase kinase 5) (MEKKK 5)","false","false","M4K5_HUMAN","0.0|1.568135|1.127322|0.684395|0.682063|0.26893|0.041792|0.061193",,,,,
"263","0","0","1","0","-1","0","1","2","ARHGEF5","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ARHG5_HUMAN","SigPrize","Rho guanine nucleotide exchange factor 5 (Ephexin-3) (Guanine nucleotide regulatory protein TIM) (Oncogene TIM) (Transforming immortalized mammary oncogene) (p60 TIM)","false","false","ARHG5_HUMAN","0.0|1.824335|0.872166|0.959661|1.084779|0.774204|0.449845|0.110862","0.0|1.248652|0.71654|0.881726|0.96188|0.670489|0.714025|0.466284","0.0|0.870889|0.592058|0.813741|0.609802|0.620594|0.379752|0.335686","0.0|2.329057|2.12721|2.414614|2.206242|1.807896|1.685042|1.561099","0.0|1.969158|1.679205|1.980032|1.595306|1.718013|1.248572|0.971776",
"264","0","0","1","0",,"0","0","2","CRKL","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|1.278887|1.487463|1.25163|0.600685|0.347938|0.243|-0.167899",,,,,,,,,"CRKL_HUMAN","SigPrize","Crk-like protein","true","false","CRKL_HUMAN","0.0|2.737519|2.115401|2.260556|1.73076|1.529056|0.920081|0.367678","0.0|2.885539|3.537585|3.160899|3.533997|3.172212|3.009808|3.309442","0.0|0.152612|0.79249|0.703988|0.865239|0.670947|0.318352|0.014212",,,
"265","0","0","0","0","0","0","-1","8","PGRMC1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.144645|-0.157573|-0.258847|-0.229001|-0.201611|0.025734|0.093508",,,,,,,,,"PGRC1_HUMAN","SigPrize","Membrane-associated progesterone receptor component 1 (mPR)","false","false","PGRC1_HUMAN","0.0|-0.559442|-0.001253|-1.000975|-0.465167|-0.349379|-0.207192|-0.299368",,,,,
"266",,,,,,,,"2","CYP3A4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CP3A4_HUMAN","Steiner","Cytochrome P450 3A4 (EC 1.14.13.-) (1,8-cineole 2-exo-monooxygenase) (EC 1.14.13.157) (Albendazole monooxygenase) (EC 1.14.13.32) (Albendazole sulfoxidase) (CYPIIIA3) (CYPIIIA4) (Cytochrome P450 3A3) (Cytochrome P450 HLp) (Cytochrome P450 NF-25) (Cytochrome P450-PCN1) (Nifedipine oxidase) (Quinine 3-monooxygenase) (EC 1.14.13.67) (Taurochenodeoxycholate 6-alpha-hydroxylase) (EC 1.14.13.97)","false","false","CP3A4_HUMAN",,,,,,
"267",,,,,,,,"2","CLSPN","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.26353|0.259071|-0.064166|-0.060896|-0.127038|0.063557|0.429578",,,,,,,,,"CLSPN_HUMAN","InsigPrize","Claspin (hClaspin)","false","false","CLSPN_HUMAN",,,,,,
"268","0","0","0","0","-1","0","0","4","SMARCA4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"SMCA4_HUMAN","SigPrize","Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)","false","false","SMCA4_HUMAN","0.0|-0.270721|-0.827707|-0.163511|-0.302094|-0.261148|-0.436904|-0.215489",,,,,
"269",,,,,,,,"2","HDAC2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.014763|0.373122|-0.012464|0.079074|0.290447|0.252398|0.062937","0.0|-0.330768|0.028645|-0.897243|0.08333|-0.196325|0.153964|0.061115","0.0|-0.060928|-0.158024|-0.556254|-0.358569|-0.234691|-0.192749|0.082048",,,,,,,"HDAC2_HUMAN","InsigPrize","Histone deacetylase 2 (HD2) (EC 3.5.1.98)","true","false","HDAC2_HUMAN",,,,,,
"270","0","-1","0","0","-1","0","0","4","CHD4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.028173|0.281296|0.335384|-0.259326|0.144619|0.035261|0.417856","0.0|-0.144871|-0.4374|-0.552661|-0.186961|-0.134657|-0.035605|-0.155572",,,,,,,,"CHD4_HUMAN","SigPrize","Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12) (ATP-dependent helicase CHD4) (Mi-2 autoantigen 218 kDa protein) (Mi2-beta)","false","false","CHD4_HUMAN","0.0|-0.216473|-0.321917|-0.289587|-0.331951|-0.339751|-0.305516|0.112465",,,,,
"271",,,,,,,,"2","CHAMP1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.189964|-0.85711|-0.045789|0.14233|-0.284986|0.051207|0.162093","0.0|-0.433552|-0.231232|-0.558184|-0.334834|-0.267226|-0.035479|-0.218447","0.0|-0.491512|-0.435696|-0.526944|-0.085913|-0.220795|-0.20628|0.094831",,,,,,,"CHAP1_HUMAN","InsigPrize","Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828)","false","false","CHAP1_HUMAN",,,,,,
"272","0","0","-1","0","0","0","-1","2","HSPE1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CH10_HUMAN","SigPrize","10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10) (Early-pregnancy factor) (EPF)","false","false","CH10_HUMAN","0.0|-0.636042|-0.619321|-0.85653|-0.739401|-0.437383|-0.337808|-0.205803",,,,,
"273",,,,,,,,"2","SAT1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"SAT1_HUMAN","Steiner","Diamine acetyltransferase 1 (EC 2.3.1.57) (Polyamine N-acetyltransferase 1) (Putrescine acetyltransferase) (Spermidine/spermine N(1)-acetyltransferase 1) (SSAT) (SSAT-1)","false","false","SAT1_HUMAN",,,,,,
"274","0","0","0","0","0","0","-1","8","DDX55","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DDX55_HUMAN","SigPrize","ATP-dependent RNA helicase DDX55 (EC 3.6.4.13) (DEAD box protein 55)","false","false","DDX55_HUMAN","0.0|-0.187694|0.021423|-0.35953|-0.322891|-0.265298|-0.225881|-0.103529",,,,,
"275",,,,,,,,"2","CEBPZ","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.407376|0.208977|-0.372654|-0.188065|-0.499548|-0.144395|0.086906","0.0|-0.154977|-1.062933|-0.095923|-0.60823|-0.696456|-0.14771|-0.278589",,,,,,,,"CEBPZ_HUMAN","InsigPrize","CCAAT/enhancer-binding protein zeta (CCAAT-box-binding transcription factor) (CBF) (CCAAT-binding factor)","false","false","CEBPZ_HUMAN",,,,,,
"276",,,,,,,,"2","CDKL5","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.752913|-0.186554|-0.172785|-0.251102|-0.103641|0.296657|-0.152958",,,,,,,,,"CDKL5_HUMAN","InsigPrize","Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9)","false","false","CDKL5_HUMAN",,,,,,
"277",,,,,,,,"2","MECP2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"MECP2_HUMAN","Steiner","Methyl-CpG-binding protein 2 (MeCp-2 protein) (MeCp2)","false","false","MECP2_HUMAN",,,,,,
"278",,,,,,,,"2","CDK16","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.475202|-0.182157|-0.425877|-0.267993|-0.250895|-0.121107|0.243955",,,,,,,,,"CDK16_HUMAN","InsigPrize","Cyclin-dependent kinase 16 (EC 2.7.11.22) (Cell division protein kinase 16) (PCTAIRE-motif protein kinase 1) (Serine/threonine-protein kinase PCTAIRE-1)","false","false","CDK16_HUMAN",,,,,,
"279","0","0","0","0","0","0","1","8","TOP2B","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"TOP2B_HUMAN","SigPrize","DNA topoisomerase 2-beta (EC 5.99.1.3) (DNA topoisomerase II, beta isozyme)","false","false","TOP2B_HUMAN","0.0|0.315056|0.715633|1.808003|1.281553|1.133141|0.918468|0.716725",,,,,
"280","0","0","0","0","-1","0","1","4","TCOF1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.087869|-0.784014|-0.392991|-0.474101|-0.593458|-0.407997|-0.482303","0.0|-0.234187|-0.300145|-0.016855|-0.184106|-0.291903|-0.306245|-0.445772","0.0|-0.167691|-0.540646|-0.086628|-0.15623|-0.408746|-0.161454|-0.434866","0.0|-0.170338|-0.48719|-0.323608|-0.194236|-0.237922|-0.181988|-0.261222","0.0|-0.21729|-0.141993|-0.11566|-0.234463|-0.210715|-0.3173|-0.209636","0.0|-0.513214|-0.506055|-0.316078|-0.389622|-0.727577|-0.316078|-0.383817",,,,"TCOF_HUMAN","SigPrize","Treacle protein (Treacher Collins syndrome protein)","false","false","TCOF_HUMAN","0.0|-0.045893|-0.546393|-0.025212|-0.063958|-0.339923|-0.225003|-0.227921","0.0|-0.150891|-0.655539|-0.450961|-0.342642|-0.454762|-0.432415|-0.624516",,,,
"281","1","0","0","0","0","0","0","128","STMN1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.062673|0.339646|-0.305413|-0.168401|-0.436435|0.02723|0.150182","0.0|-0.212138|1.048632|0.943946|1.085603|1.121083|1.180697|1.084455","0.0|0.884539|1.899601|2.652547|2.465189|2.494769|2.288624|2.027262",,,,,,,"STMN1_HUMAN","SigPrize","Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17)","false","false","STMN1_HUMAN","0.0|-0.353785|-0.25307|-0.25966|-0.296196|0.226168|0.236263|0.512117",,,,,
"282","0","0","0","0","0","-1","0","64","PAICS","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"PUR6_HUMAN","SigPrize","Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)]","false","false","PUR6_HUMAN","0.0|-0.350431|-0.430289|-0.413166|0.049006|-0.035951|-0.525803|-0.522679",,,,,
"283",,,,,,,,"2","PTPN2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.319779|-0.402479|-0.417197|-0.107527|-0.393541|-0.184302|-0.378778",,,,,,,,,"PTN2_HUMAN","InsigPrize","Tyrosine-protein phosphatase non-receptor type 2 (EC 3.1.3.48) (T-cell protein-tyrosine phosphatase) (TCPTP)","false","false","PTN2_HUMAN",,,,,,
"284",,,,,,,,"2","NUP98","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.841468|-0.113909|-1.093713|-0.624834|-0.797503|-0.448767|-0.175601",,,,,,,,,"NUP98_HUMAN","InsigPrize","Nuclear pore complex protein Nup98-Nup96 [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]","false","false","NUP98_HUMAN",,,,,,
"285","0","-1","0","0","1","0","-1","4","NUCKS1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0.0|0.167685|-0.319911|-0.115624|0.008672|0.088511|0.117543|0.553614","0.0|-0.026583|-0.261619|-0.215112|-0.132968|-0.030964|0.0179|0.205026","0.0|0.132816|0.608523|0.336299|0.189052|0.438613|0.571045|0.64799","0.0|0.002726|0.310048|-0.134631|-0.153267|-0.008403|0.289849|-0.110728","0.0|0.774777|0.145342|0.982523|0.090372|0.595724|0.396801|0.287465","0.0|0.793847|0.863177|0.962823|-0.052924|0.38172|0.598901|0.5526","0.0|0.220667|-0.790638|-0.333752|-0.348893|-0.236403|-0.316869|0.232284","0.0|-0.574853|-0.263853|-0.525354|-0.212363|-0.12928|-0.222455|-0.068126","0.0|-0.029483|-0.169221|-0.206275|-0.338589|-0.307681|-0.132529|0.250617","0.0|-0.359455|-0.503166|-0.3482|-0.272103|-0.467465|-0.22578|0.103476","NUCKS_HUMAN","SigPrize","Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1)","false","false","NUCKS_HUMAN","0.0|0.3364|-0.636407|0.709037|-0.659021|-0.681944|-0.506334|-0.329033","0.0|-0.388098|0.633996|-0.242836|-0.167841|0.293311|0.063695|0.2567",,,,
"286","0","0","1","0","0","0","0","2","NSFL1C","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"NSF1C_HUMAN","SigPrize","NSFL1 cofactor p47 (UBX domain-containing protein 2C) (p97 cofactor p47)","false","false","NSF1C_HUMAN","0.0|0.64291|0.426612|-0.033207|0.14865|-0.013879|-0.023062|0.116986",,,,,
"287",,,,,,,,"2","MAP2K1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"MP2K1_HUMAN","Steiner","Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)","true","false","MP2K1_HUMAN",,,,,,
"288",,,,,,,,"2","LMNA","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"LMNA_HUMAN","Steiner","Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]","false","false","LMNA_HUMAN",,,,,,
"289",,,,,,,,"2","MKI67","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.247836|-0.359668|0.074234|0.213561|0.151295|0.515812|0.332987","0.0|-0.321969|-0.798986|-0.500962|-0.374345|-0.33725|-1.00599|-0.488443","0.0|-0.339159|-0.515831|-0.246907|-0.226833|-0.046626|0.119782|-0.06163","0.0|-0.824624|-0.400127|-0.744672|-0.873585|-0.532398|-0.186005|-0.534551","0.0|-0.009251|-0.219302|0.068959|-0.167318|-0.417715|-0.036099|0.106801",,,,,"KI67_HUMAN","InsigPrize","Antigen KI-67","false","false","KI67_HUMAN",,,,,,
"290",,,,,,,,"2","GAPVD1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"GAPD1_HUMAN","Steiner","GTPase-activating protein and VPS9 domain-containing protein 1 (GAPex-5) (Rab5-activating protein 6)","false","false","GAPD1_HUMAN",,,,,,
"291","0","0","0","0","-1","0","0","4","DNM1L","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DNM1L_HUMAN","SigPrize","Dynamin-1-like protein (EC 3.6.5.5) (Dnm1p/Vps1p-like protein) (DVLP) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-like protein) (Dynamin-like protein 4) (Dynamin-like protein IV) (HdynIV) (Dynamin-related protein 1)","false","false","DNM1L_HUMAN","0.0|-0.197115|-0.648147|-0.216139|-0.411091|-0.209395|-0.289383|-0.130961",,,,,
"292",,,,,,,,"2","LIG1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.496359|-0.35077|-0.193647|-0.473405|-0.274331|-0.236389|0.248146","0.0|-0.053413|0.070117|0.048278|-0.261917|-0.438272|-0.144502|0.008512","0.0|-0.419497|0.306385|-0.442706|-0.263989|-0.15786|-0.087568|-0.064895",,,,,,,"DNLI1_HUMAN","InsigPrize","DNA ligase 1 (EC 6.5.1.1) (DNA ligase I) (Polydeoxyribonucleotide synthase [ATP] 1)","false","false","DNLI1_HUMAN",,,,,,
"293","0","0","1","0","1","0","0","2","DDX3X","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DDX3X_HUMAN","SigPrize","ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (Helicase-like protein 2) (HLP2)","false","false","DDX3X_HUMAN","0.0|1.264275|1.860114|1.291509|0.736826|0.243219|-0.053554|-0.21315","0.0|1.818734|1.731789|1.356805|0.885571|0.136718|0.034041|-0.287431",,,,
"294",,,,,,,,"2","ANAPC1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.332826|-0.246113|0.120298|0.247043|0.339373|0.047875|0.141553","0.0|-0.343996|-0.536263|0.101782|-0.079587|0.206529|0.24744|0.093876",,,,,,,,"APC1_HUMAN","InsigPrize","Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein)","false","false","APC1_HUMAN",,,,,,
"295","0","0","-1","0","-1","0","0","2","CDK1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CDK1_HUMAN","SigPrize","Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)","false","false","CDK1_HUMAN","0.0|-0.752148|-1.075466|-0.621273|-0.737781|-0.486348|-0.37922|-0.115742","0.0|-0.527312|-0.6474|-0.57327|-0.462434|-0.248943|-0.107803|0.2091",,,,
"296",,,,,,,,"2","CD2AP","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|1.561632|1.07078|0.865722|0.724159|0.413176|0.13335|-0.257531",,,,,,,,,"CD2AP_HUMAN","InsigPrize","CD2-associated protein (Adapter protein CMS) (Cas ligand with multiple SH3 domains)","false","false","CD2AP_HUMAN",,,,,,
"297","0","0","0","0","-1","0","0","4","CCNK","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CCNK_HUMAN","SigPrize","Cyclin-K","false","false","CCNK_HUMAN","0.0|-0.331903|-0.826438|-0.444712|-0.244447|-0.746548|-0.239369|-0.292546",,,,,
"298","0","0","1","0","0","0","0","2","CBLB","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.645542|0.421362|0.692715|0.236924|0.099393|-0.061915|-0.26765",,,,,,,,,"CBLB_HUMAN","SigPrize","E3 ubiquitin-protein ligase CBL-B (EC 6.3.2.-) (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)","true","false","CBLB_HUMAN","0.0|2.165079|1.871822|1.873273|1.363586|0.888055|0.50604|0.207705",,,,,
"299",,,,,,,,"2","IRF2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"IRF2_HUMAN","Steiner","Interferon regulatory factor 2 (IRF-2)","false","false","IRF2_HUMAN",,,,,,
"300",,,,,,,,"2","CIITA","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"C2TA_HUMAN","Steiner","MHC class II transactivator (CIITA) (EC 2.3.1.-) (EC 2.7.11.1)","false","false","C2TA_HUMAN",,,,,,
"301",,,,,,,,"2","BMS1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-1.124781|-0.767894|-1.254769|-0.653814|-0.756374|-0.632618|-0.405132",,,,,,,,,"BMS1_HUMAN","InsigPrize","Ribosome biogenesis protein BMS1 homolog (Ribosome assembly protein BMS1 homolog)","false","false","BMS1_HUMAN",,,,,,
"302","0","0","0","0",,"0","-1","4","DNMT1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DNMT1_HUMAN","SigPrize","DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37) (CXXC-type zinc finger protein 9) (DNA methyltransferase HsaI) (DNA MTase HsaI) (M.HsaI) (MCMT)","false","false","DNMT1_HUMAN","0.0|-0.424166|1.001144|0.032693|0.320376|0.621161|0.528177|0.568288","0.0|-0.251552|-0.466256|-0.072775|-0.27158|-0.008138|-0.178724|-0.216615",,,,
"303",,,,,,,,"2","BAZ2A","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.38285|-0.466635|-0.435705|-0.392467|-0.225003|-0.12283|-0.28403",,,,,,,,,"BAZ2A_HUMAN","InsigPrize","Bromodomain adjacent to zinc finger domain protein 2A (Transcription termination factor I-interacting protein 5) (TTF-I-interacting protein 5) (Tip5) (hWALp3)","false","false","BAZ2A_HUMAN",,,,,,
